data;cidade;precipitacao
2009-11-30;VICOSA DO CEARA;null
2009-12-31;VICOSA DO CEARA;null
2010-01-31;VICOSA DO CEARA;null
2010-02-28;VICOSA DO CEARA;null
2010-03-31;VICOSA DO CEARA;null
2010-04-30;VICOSA DO CEARA;null
2010-05-31;VICOSA DO CEARA;null
2010-06-30;VICOSA DO CEARA;null
2010-07-31;VICOSA DO CEARA;null
2010-08-31;VICOSA DO CEARA;null
2010-09-30;VICOSA DO CEARA;null
2010-10-31;VICOSA DO CEARA;null
2010-11-30;VICOSA DO CEARA;null
2010-12-31;VICOSA DO CEARA;null
2011-01-31;VICOSA DO CEARA;null
2011-02-28;VICOSA DO CEARA;null
2011-03-31;VICOSA DO CEARA;null
2011-04-30;VICOSA DO CEARA;null
2011-05-31;VICOSA DO CEARA;null
2011-06-30;VICOSA DO CEARA;null
2011-07-31;VICOSA DO CEARA;null
2011-08-31;VICOSA DO CEARA;null
2011-09-30;VICOSA DO CEARA;null
2011-10-31;VICOSA DO CEARA;null
2011-11-30;VICOSA DO CEARA;null
2011-12-31;VICOSA DO CEARA;null
2012-01-31;VICOSA DO CEARA;null
2012-02-29;VICOSA DO CEARA;null
2012-03-31;VICOSA DO CEARA;null
2012-04-30;VICOSA DO CEARA;null
2012-05-31;VICOSA DO CEARA;null
2012-06-30;VICOSA DO CEARA;null
2012-07-31;VICOSA DO CEARA;null
2012-08-31;VICOSA DO CEARA;null
2012-09-30;VICOSA DO CEARA;null
2012-10-31;VICOSA DO CEARA;null
2012-11-30;VICOSA DO CEARA;null
2012-12-31;VICOSA DO CEARA;null
2007-01-31;VILA DEODORO;null
2007-02-28;VILA DEODORO;null
2007-03-31;VILA DEODORO;null
2007-04-30;VILA DEODORO;null
2007-05-31;VILA DEODORO;null
2007-06-30;VILA DEODORO;null
2007-07-31;VILA DEODORO;null
2007-08-31;VILA DEODORO;null
2007-09-30;VILA DEODORO;null
2007-10-31;VILA DEODORO;null
2007-11-30;VILA DEODORO;null
2007-12-31;VILA DEODORO;null
2008-01-31;VILA DEODORO;null
2008-02-29;VILA DEODORO;null
2008-03-31;VILA DEODORO;null
2008-04-30;VILA DEODORO;null
2008-05-31;VILA DEODORO;null
2008-06-30;VILA DEODORO;null
2008-07-31;VILA DEODORO;null
2008-08-31;VILA DEODORO;null
2008-09-30;VILA DEODORO;null
2008-10-31;VILA DEODORO;null
2008-11-30;VILA DEODORO;null
2008-12-31;VILA DEODORO;null
2009-01-31;VILA DEODORO;null
2009-02-28;VILA DEODORO;null
2009-03-31;VILA DEODORO;null
2009-04-30;VILA DEODORO;null
2009-05-31;VILA DEODORO;null
2009-06-30;VILA DEODORO;null
2009-07-31;VILA DEODORO;null
2009-08-31;VILA DEODORO;null
2009-09-30;VILA DEODORO;null
2009-10-31;VILA DEODORO;null
2009-11-30;VILA DEODORO;null
2009-12-31;VILA DEODORO;null
2010-01-31;VILA DEODORO;null
2010-02-28;VILA DEODORO;null
2010-03-31;VILA DEODORO;null
2010-04-30;VILA DEODORO;null
2010-05-31;VILA DEODORO;null
2010-06-30;VILA DEODORO;null
2010-07-31;VILA DEODORO;null
2010-08-31;VILA DEODORO;null
2010-09-30;VILA DEODORO;null
2010-10-31;VILA DEODORO;null
2010-11-30;VILA DEODORO;null
2010-12-31;VILA DEODORO;null
2011-01-31;VILA DEODORO;null
2011-02-28;VILA DEODORO;null
2011-03-31;VILA DEODORO;null
2011-04-30;VILA DEODORO;null
2011-05-31;VILA DEODORO;null
2011-06-30;VILA DEODORO;null
2011-07-31;VILA DEODORO;null
2011-08-31;VILA DEODORO;null
2011-09-30;VILA DEODORO;null
2011-10-31;VILA DEODORO;null
2011-11-30;VILA DEODORO;null
2011-12-31;VILA DEODORO;null
2012-01-31;VILA DEODORO;null
2012-02-29;VILA DEODORO;null
2012-03-31;VILA DEODORO;null
2012-04-30;VILA DEODORO;null
2012-05-31;VILA DEODORO;null
2012-06-30;VILA DEODORO;null
2012-07-31;VILA DEODORO;null
2012-08-31;VILA DEODORO;null
2012-09-30;VILA DEODORO;null
2012-10-31;VILA DEODORO;null
2012-11-30;VILA DEODORO;null
2012-12-31;VILA DEODORO;null
2007-01-31;TEUTONIA;141,8
2007-02-28;TEUTONIA;136,2
2007-03-31;TEUTONIA;184,7
2007-04-30;TEUTONIA;67,9
2007-05-31;TEUTONIA;193,6
2007-06-30;TEUTONIA;72,3
2007-07-31;TEUTONIA;252,5
2007-08-31;TEUTONIA;145,1
2007-09-30;TEUTONIA;287,1
2007-10-31;TEUTONIA;89
2007-11-30;TEUTONIA;120,5
2007-12-31;TEUTONIA;132,6
2008-01-31;TEUTONIA;125,7
2008-02-29;TEUTONIA;148,9
2008-03-31;TEUTONIA;60,2
2008-04-30;TEUTONIA;99,7
2008-05-31;TEUTONIA;224,6
2008-06-30;TEUTONIA;142,4
2008-07-31;TEUTONIA;89,3
2008-08-31;TEUTONIA;179,6
2008-09-30;TEUTONIA;136,5
2008-10-31;TEUTONIA;346,3
2008-11-30;TEUTONIA;28,3
2008-12-31;TEUTONIA;57,8
2009-01-31;TEUTONIA;296,2
2009-02-28;TEUTONIA;127,9
2009-03-31;TEUTONIA;74,4
2009-04-30;TEUTONIA;16
2009-05-31;TEUTONIA;138,2
2009-06-30;TEUTONIA;60,8
2009-07-31;TEUTONIA;87,6
2009-08-31;TEUTONIA;246,7
2009-09-30;TEUTONIA;407,2
2009-10-31;TEUTONIA;134,4
2009-11-30;TEUTONIA;349,1
2009-12-31;TEUTONIA;159,6
2010-01-31;TEUTONIA;307,4
2010-02-28;TEUTONIA;204,1
2010-03-31;TEUTONIA;121,2
2010-04-30;TEUTONIA;116,5
2010-05-31;TEUTONIA;152,6
2010-06-30;TEUTONIA;137,6
2010-07-31;TEUTONIA;206,6
2010-08-31;TEUTONIA;54,4
2010-09-30;TEUTONIA;291
2010-10-31;TEUTONIA;60
2010-11-30;TEUTONIA;115,1
2010-12-31;TEUTONIA;99,3
2011-01-31;TEUTONIA;178,6
2011-02-28;TEUTONIA;170,6
2011-03-31;TEUTONIA;139,2
2011-04-30;TEUTONIA;259,8
2011-05-31;TEUTONIA;34,4
2011-06-30;TEUTONIA;169,9
2011-07-31;TEUTONIA;287,6
2011-08-31;TEUTONIA;281,4
2011-09-30;TEUTONIA;71,9
2011-10-31;TEUTONIA;180,2
2011-11-30;TEUTONIA;16,7
2007-01-31;GOIAS;233,6
2007-02-28;GOIAS;451,7
2007-03-31;GOIAS;170,7
2007-04-30;GOIAS;125,2
2007-05-31;GOIAS;1,2
2007-06-30;GOIAS;1,2
2007-07-31;GOIAS;5,5
2007-08-31;GOIAS;0
2007-09-30;GOIAS;0
2007-10-31;GOIAS;72,6
2007-11-30;GOIAS;81,8
2007-12-31;GOIAS;208,1
2008-01-31;GOIAS;328,4
2008-02-29;GOIAS;311,6
2008-03-31;GOIAS;294,3
2008-04-30;GOIAS;165,1
2008-05-31;GOIAS;12,7
2008-06-30;GOIAS;0
2008-07-31;GOIAS;21,3
2008-08-31;GOIAS;,6
2008-09-30;GOIAS;37,7
2008-10-31;GOIAS;77,5
2008-11-30;GOIAS;227,3
2008-12-31;GOIAS;453,1
2009-01-31;GOIAS;281,5
2009-02-28;GOIAS;266,4
2009-03-31;GOIAS;405,8
2009-04-30;GOIAS;183,4
2009-05-31;GOIAS;20,3
2009-06-30;GOIAS;16
2009-07-31;GOIAS;,6
2009-08-31;GOIAS;27,2
2009-09-30;GOIAS;100,3
2009-10-31;GOIAS;253,8
2009-11-30;GOIAS;227,9
2009-12-31;GOIAS;555,3
2010-01-31;GOIAS;120,2
2010-02-28;GOIAS;160,4
2010-03-31;GOIAS;197,1
2010-04-30;GOIAS;80,9
2010-05-31;GOIAS;0
2010-06-30;GOIAS;3,5
2010-07-31;GOIAS;2,6
2010-08-31;GOIAS;0
2010-09-30;GOIAS;1,1
2010-10-31;GOIAS;151,5
2010-11-30;GOIAS;254,5
2010-12-31;GOIAS;244,4
2011-01-31;GOIAS;512,1
2011-02-28;GOIAS;105,7
2011-03-31;GOIAS;383,5
2011-04-30;GOIAS;67,9
2011-05-31;GOIAS;0
2011-06-30;GOIAS;36
2011-07-31;GOIAS;0
2011-08-31;GOIAS;0
2011-09-30;GOIAS;6,9
2011-10-31;GOIAS;219,3
2011-11-30;GOIAS;288,2
2011-12-31;GOIAS;322
2012-01-31;GOIAS;549,7
2012-02-29;GOIAS;248,4
2012-03-31;GOIAS;143,7
2012-04-30;GOIAS;73,9
2012-05-31;GOIAS;10,7
2012-06-30;GOIAS;42,5
2012-07-31;GOIAS;,2
2012-08-31;GOIAS;0
2012-09-30;GOIAS;12,4
2012-10-31;GOIAS;21,6
2012-11-30;GOIAS;285
2012-12-31;GOIAS;140,8
2007-01-31;ITAMARANDIBA;147,2
2007-02-28;ITAMARANDIBA;179,1
2007-03-31;ITAMARANDIBA;36,7
2007-04-30;ITAMARANDIBA;22,5
2007-05-31;ITAMARANDIBA;1,1
2007-06-30;ITAMARANDIBA;0
2007-07-31;ITAMARANDIBA;,7
2007-08-31;ITAMARANDIBA;,5
2007-09-30;ITAMARANDIBA;1,6
2007-10-31;ITAMARANDIBA;2,6
2007-11-30;ITAMARANDIBA;94,3
2007-12-31;ITAMARANDIBA;95,4
2008-01-31;ITAMARANDIBA;114,7
2008-02-29;ITAMARANDIBA;190,7
2008-03-31;ITAMARANDIBA;90,9
2008-04-30;ITAMARANDIBA;35,3
2008-05-31;ITAMARANDIBA;47,1
2008-06-30;ITAMARANDIBA;2,8
2008-07-31;ITAMARANDIBA;,5
2008-08-31;ITAMARANDIBA;3,6
2008-09-30;ITAMARANDIBA;29,8
2008-10-31;ITAMARANDIBA;29,2
2008-11-30;ITAMARANDIBA;245,8
2008-12-31;ITAMARANDIBA;300,4
2009-01-31;ITAMARANDIBA;301,4
2009-02-28;ITAMARANDIBA;73,5
2009-03-31;ITAMARANDIBA;82,1
2009-04-30;ITAMARANDIBA;34,9
2009-05-31;ITAMARANDIBA;0
2009-06-30;ITAMARANDIBA;5,3
2009-07-31;ITAMARANDIBA;1,3
2009-08-31;ITAMARANDIBA;6,8
2009-09-30;ITAMARANDIBA;33,5
2009-10-31;ITAMARANDIBA;406,7
2009-11-30;ITAMARANDIBA;66,7
2009-12-31;ITAMARANDIBA;230,6
2010-01-31;ITAMARANDIBA;6,7
2010-02-28;ITAMARANDIBA;7,8
2010-03-31;ITAMARANDIBA;142,1
2010-04-30;ITAMARANDIBA;45,3
2010-05-31;ITAMARANDIBA;48,8
2010-06-30;ITAMARANDIBA;2,5
2010-07-31;ITAMARANDIBA;7,1
2010-08-31;ITAMARANDIBA;0
2010-09-30;ITAMARANDIBA;,7
2010-10-31;ITAMARANDIBA;103,5
2010-11-30;ITAMARANDIBA;341,3
2010-12-31;ITAMARANDIBA;150,9
2011-01-31;ITAMARANDIBA;87,3
2011-02-28;ITAMARANDIBA;12,7
2011-03-31;ITAMARANDIBA;134,8
2011-04-30;ITAMARANDIBA;60,3
2011-05-31;ITAMARANDIBA;8,9
2011-06-30;ITAMARANDIBA;2,6
2011-07-31;ITAMARANDIBA;6,4
2011-08-31;ITAMARANDIBA;3,9
2011-09-30;ITAMARANDIBA;2,7
2011-10-31;ITAMARANDIBA;69,3
2011-11-30;ITAMARANDIBA;259,9
2011-12-31;ITAMARANDIBA;302,1
2012-01-31;ITAMARANDIBA;168,5
2012-02-29;ITAMARANDIBA;36,1
2012-03-31;ITAMARANDIBA;111,4
2012-04-30;ITAMARANDIBA;19
2012-05-31;ITAMARANDIBA;81,8
2012-06-30;ITAMARANDIBA;,7
2012-07-31;ITAMARANDIBA;,8
2012-08-31;ITAMARANDIBA;20,4
2012-09-30;ITAMARANDIBA;23
2012-10-31;ITAMARANDIBA;9,2
2012-11-30;ITAMARANDIBA;303,8
2012-12-31;ITAMARANDIBA;46,2
2007-01-31;CRUZ ALTA;130,9
2007-02-28;CRUZ ALTA;141,6
2007-03-31;CRUZ ALTA;109,1
2007-04-30;CRUZ ALTA;164,6
2007-05-31;CRUZ ALTA;187,5
2007-06-30;CRUZ ALTA;37,4
2007-07-31;CRUZ ALTA;170,1
2007-08-31;CRUZ ALTA;78,2
2007-09-30;CRUZ ALTA;342,9
2007-10-31;CRUZ ALTA;224,9
2007-11-30;CRUZ ALTA;126,6
2007-12-31;CRUZ ALTA;73,7
2008-01-31;CRUZ ALTA;99,9
2008-02-29;CRUZ ALTA;59,3
2008-03-31;CRUZ ALTA;53,6
2008-04-30;CRUZ ALTA;121,4
2008-05-31;CRUZ ALTA;86,9
2008-06-30;CRUZ ALTA;197,4
2008-07-31;CRUZ ALTA;72,8
2008-08-31;CRUZ ALTA;129,6
2008-09-30;CRUZ ALTA;81,9
2008-10-31;CRUZ ALTA;383,4
2008-11-30;CRUZ ALTA;123,6
2008-12-31;CRUZ ALTA;100,5
2009-01-31;CRUZ ALTA;126,6
2009-02-28;CRUZ ALTA;126,9
2009-03-31;CRUZ ALTA;44,7
2009-04-30;CRUZ ALTA;10,4
2009-05-31;CRUZ ALTA;139,1
2009-06-30;CRUZ ALTA;46,6
2009-07-31;CRUZ ALTA;136,2
2009-08-31;CRUZ ALTA;293,7
2009-09-30;CRUZ ALTA;361,8
2009-10-31;CRUZ ALTA;129,8
2009-11-30;CRUZ ALTA;469,8
2009-12-31;CRUZ ALTA;211,6
2010-01-31;CRUZ ALTA;262,4
2010-02-28;CRUZ ALTA;147,5
2010-03-31;CRUZ ALTA;56,1
2010-04-30;CRUZ ALTA;195,7
2010-05-31;CRUZ ALTA;171,4
2010-06-30;CRUZ ALTA;131,2
2010-07-31;CRUZ ALTA;202,7
2010-08-31;CRUZ ALTA;48,8
2010-09-30;CRUZ ALTA;293,2
2010-10-31;CRUZ ALTA;98,6
2010-11-30;CRUZ ALTA;80,5
2010-12-31;CRUZ ALTA;165,2
2011-01-31;CRUZ ALTA;111,4
2011-02-28;CRUZ ALTA;470,3
2011-03-31;CRUZ ALTA;286,9
2011-04-30;CRUZ ALTA;215,7
2011-05-31;CRUZ ALTA;101,2
2011-06-30;CRUZ ALTA;181,2
2011-07-31;CRUZ ALTA;210,6
2011-08-31;CRUZ ALTA;217,6
2011-09-30;CRUZ ALTA;44,6
2011-10-31;CRUZ ALTA;189,1
2011-11-30;CRUZ ALTA;59,3
2011-12-31;CRUZ ALTA;53,1
2012-01-31;CRUZ ALTA;52,5
2012-02-29;CRUZ ALTA;80,9
2012-03-31;CRUZ ALTA;56,2
2012-04-30;CRUZ ALTA;66
2012-05-31;CRUZ ALTA;21,2
2012-06-30;CRUZ ALTA;54,7
2012-07-31;CRUZ ALTA;194,4
2012-08-31;CRUZ ALTA;68,9
2012-09-30;CRUZ ALTA;218,4
2012-10-31;CRUZ ALTA;302,8
2012-11-30;CRUZ ALTA;75,9
2012-12-31;CRUZ ALTA;442,5
2007-01-31;CURITIBA;286,7
2007-02-28;CURITIBA;152,3
2007-03-31;CURITIBA;139,3
2007-04-30;CURITIBA;108,2
2007-05-31;CURITIBA;196,9
2007-06-30;CURITIBA;3,2
2007-07-31;CURITIBA;113,3
2007-08-31;CURITIBA;10,5
2007-09-30;CURITIBA;89,1
2007-10-31;CURITIBA;133,8
2007-11-30;CURITIBA;125,1
2007-12-31;CURITIBA;209,6
2008-01-31;CURITIBA;190,2
2008-02-29;CURITIBA;134,6
2008-03-31;CURITIBA;187,6
2008-04-30;CURITIBA;174,2
2008-05-31;CURITIBA;68,4
2008-06-30;CURITIBA;145,8
2008-07-31;CURITIBA;35,4
2008-08-31;CURITIBA;165,3
2008-09-30;CURITIBA;44,5
2008-10-31;CURITIBA;278,3
2008-11-30;CURITIBA;81,6
2008-12-31;CURITIBA;65,3
2009-01-31;CURITIBA;223,7
2009-02-28;CURITIBA;124,9
2009-03-31;CURITIBA;107,4
2009-04-30;CURITIBA;52,6
2009-05-31;CURITIBA;81,2
2009-06-30;CURITIBA;71,2
2009-07-31;CURITIBA;247,3
2009-08-31;CURITIBA;89,4
2009-09-30;CURITIBA;334,3
2009-10-31;CURITIBA;161,4
2009-11-30;CURITIBA;203,5
2009-12-31;CURITIBA;177,1
2010-01-31;CURITIBA;436,9
2010-02-28;CURITIBA;178,7
2010-03-31;CURITIBA;208,8
2010-04-30;CURITIBA;207,3
2010-05-31;CURITIBA;104,7
2010-06-30;CURITIBA;86,4
2010-07-31;CURITIBA;132,9
2010-08-31;CURITIBA;47,1
2010-09-30;CURITIBA;55
2010-10-31;CURITIBA;152,5
2010-11-30;CURITIBA;98,6
2010-12-31;CURITIBA;322,1
2011-01-31;CURITIBA;338,8
2011-02-28;CURITIBA;293,1
2011-03-31;CURITIBA;75,6
2011-04-30;CURITIBA;108,2
2011-05-31;CURITIBA;33,6
2011-06-30;CURITIBA;108,8
2011-07-31;CURITIBA;147,1
2011-08-31;CURITIBA;260,9
2011-09-30;CURITIBA;59,9
2011-10-31;CURITIBA;191,9
2011-11-30;CURITIBA;68
2011-12-31;CURITIBA;128,6
2012-01-31;CURITIBA;121
2012-02-29;CURITIBA;198,8
2012-03-31;CURITIBA;48
2012-04-30;CURITIBA;182,9
2012-05-31;CURITIBA;61,8
2012-06-30;CURITIBA;225,5
2012-07-31;CURITIBA;108,9
2012-08-31;CURITIBA;31,5
2012-09-30;CURITIBA;62,8
2012-10-31;CURITIBA;160,1
2012-11-30;CURITIBA;69,4
2012-12-31;CURITIBA;254,6
2007-01-31;ALTO LONGA (PILOTO DO LONGA);null
2007-02-28;ALTO LONGA (PILOTO DO LONGA);null
2007-03-31;ALTO LONGA (PILOTO DO LONGA);null
2007-04-30;ALTO LONGA (PILOTO DO LONGA);null
2007-05-31;ALTO LONGA (PILOTO DO LONGA);null
2007-06-30;ALTO LONGA (PILOTO DO LONGA);null
2007-07-31;ALTO LONGA (PILOTO DO LONGA);null
2007-08-31;ALTO LONGA (PILOTO DO LONGA);null
2007-09-30;ALTO LONGA (PILOTO DO LONGA);null
2007-10-31;ALTO LONGA (PILOTO DO LONGA);null
2007-11-30;ALTO LONGA (PILOTO DO LONGA);null
2007-12-31;ALTO LONGA (PILOTO DO LONGA);null
2008-01-31;ALTO LONGA (PILOTO DO LONGA);null
2008-02-29;ALTO LONGA (PILOTO DO LONGA);null
2008-03-31;ALTO LONGA (PILOTO DO LONGA);null
2008-04-30;ALTO LONGA (PILOTO DO LONGA);null
2008-05-31;ALTO LONGA (PILOTO DO LONGA);null
2008-06-30;ALTO LONGA (PILOTO DO LONGA);null
2008-07-31;ALTO LONGA (PILOTO DO LONGA);null
2008-08-31;ALTO LONGA (PILOTO DO LONGA);null
2008-09-30;ALTO LONGA (PILOTO DO LONGA);null
2008-10-31;ALTO LONGA (PILOTO DO LONGA);null
2008-11-30;ALTO LONGA (PILOTO DO LONGA);null
2008-12-31;ALTO LONGA (PILOTO DO LONGA);null
2009-01-31;ALTO LONGA (PILOTO DO LONGA);null
2009-02-28;ALTO LONGA (PILOTO DO LONGA);null
2009-03-31;ALTO LONGA (PILOTO DO LONGA);null
2009-04-30;ALTO LONGA (PILOTO DO LONGA);null
2009-05-31;ALTO LONGA (PILOTO DO LONGA);null
2009-06-30;ALTO LONGA (PILOTO DO LONGA);null
2009-07-31;ALTO LONGA (PILOTO DO LONGA);null
2009-08-31;ALTO LONGA (PILOTO DO LONGA);null
2009-09-30;ALTO LONGA (PILOTO DO LONGA);null
2009-10-31;ALTO LONGA (PILOTO DO LONGA);null
2009-11-30;ALTO LONGA (PILOTO DO LONGA);null
2009-12-31;ALTO LONGA (PILOTO DO LONGA);null
2010-01-31;ALTO LONGA (PILOTO DO LONGA);null
2010-02-28;ALTO LONGA (PILOTO DO LONGA);null
2010-03-31;ALTO LONGA (PILOTO DO LONGA);null
2010-04-30;ALTO LONGA (PILOTO DO LONGA);null
2010-05-31;ALTO LONGA (PILOTO DO LONGA);null
2010-06-30;ALTO LONGA (PILOTO DO LONGA);null
2010-07-31;ALTO LONGA (PILOTO DO LONGA);null
2010-08-31;ALTO LONGA (PILOTO DO LONGA);null
2010-09-30;ALTO LONGA (PILOTO DO LONGA);null
2010-10-31;ALTO LONGA (PILOTO DO LONGA);null
2010-11-30;ALTO LONGA (PILOTO DO LONGA);null
2010-12-31;ALTO LONGA (PILOTO DO LONGA);null
2011-01-31;ALTO LONGA (PILOTO DO LONGA);null
2011-02-28;ALTO LONGA (PILOTO DO LONGA);null
2011-03-31;ALTO LONGA (PILOTO DO LONGA);null
2011-04-30;ALTO LONGA (PILOTO DO LONGA);null
2011-05-31;ALTO LONGA (PILOTO DO LONGA);null
2011-06-30;ALTO LONGA (PILOTO DO LONGA);null
2011-07-31;ALTO LONGA (PILOTO DO LONGA);null
2011-08-31;ALTO LONGA (PILOTO DO LONGA);null
2011-09-30;ALTO LONGA (PILOTO DO LONGA);null
2011-10-31;ALTO LONGA (PILOTO DO LONGA);null
2011-11-30;ALTO LONGA (PILOTO DO LONGA);null
2011-12-31;ALTO LONGA (PILOTO DO LONGA);null
2012-01-31;ALTO LONGA (PILOTO DO LONGA);null
2012-02-29;ALTO LONGA (PILOTO DO LONGA);null
2012-03-31;ALTO LONGA (PILOTO DO LONGA);null
2012-04-30;ALTO LONGA (PILOTO DO LONGA);null
2012-05-31;ALTO LONGA (PILOTO DO LONGA);null
2012-06-30;ALTO LONGA (PILOTO DO LONGA);null
2012-07-31;ALTO LONGA (PILOTO DO LONGA);null
2012-08-31;ALTO LONGA (PILOTO DO LONGA);null
2012-09-30;ALTO LONGA (PILOTO DO LONGA);null
2012-10-31;ALTO LONGA (PILOTO DO LONGA);null
2012-11-30;ALTO LONGA (PILOTO DO LONGA);null
2012-12-31;ALTO LONGA (PILOTO DO LONGA);null
2007-01-31;DIAMANTINA;146,9
2007-02-28;DIAMANTINA;176,5
2007-03-31;DIAMANTINA;70,2
2007-04-30;DIAMANTINA;53,6
2007-05-31;DIAMANTINA;2,8
2007-06-30;DIAMANTINA;2,5
2007-07-31;DIAMANTINA;1,9
2007-08-31;DIAMANTINA;0
2007-09-30;DIAMANTINA;3
2007-10-31;DIAMANTINA;12,8
2007-11-30;DIAMANTINA;90,3
2007-12-31;DIAMANTINA;167,7
2008-01-31;DIAMANTINA;185,2
2008-02-29;DIAMANTINA;189,9
2008-03-31;DIAMANTINA;198
2008-04-30;DIAMANTINA;67,7
2008-05-31;DIAMANTINA;79,3
2008-06-30;DIAMANTINA;1,6
2008-07-31;DIAMANTINA;4
2008-08-31;DIAMANTINA;,4
2008-09-30;DIAMANTINA;58,1
2008-10-31;DIAMANTINA;49,1
2008-11-30;DIAMANTINA;284,3
2008-12-31;DIAMANTINA;421,4
2009-01-31;DIAMANTINA;236
2009-02-28;DIAMANTINA;172,6
2009-03-31;DIAMANTINA;157,2
2009-04-30;DIAMANTINA;69,7
2009-05-31;DIAMANTINA;1,8
2009-06-30;DIAMANTINA;25,6
2009-07-31;DIAMANTINA;,2
2009-08-31;DIAMANTINA;17,3
2009-09-30;DIAMANTINA;52,3
2009-10-31;DIAMANTINA;405,2
2009-11-30;DIAMANTINA;92,7
2009-12-31;DIAMANTINA;276,2
2010-01-31;DIAMANTINA;75,8
2010-02-28;DIAMANTINA;36,8
2010-03-31;DIAMANTINA;152,9
2010-04-30;DIAMANTINA;39,3
2010-05-31;DIAMANTINA;63,7
2010-06-30;DIAMANTINA;11,9
2010-07-31;DIAMANTINA;1,8
2010-08-31;DIAMANTINA;0
2010-09-30;DIAMANTINA;4,3
2010-10-31;DIAMANTINA;98,4
2010-11-30;DIAMANTINA;209,2
2010-12-31;DIAMANTINA;294,8
2011-01-31;DIAMANTINA;148,6
2011-02-28;DIAMANTINA;87,6
2011-03-31;DIAMANTINA;277,9
2011-04-30;DIAMANTINA;54,4
2011-05-31;DIAMANTINA;4,4
2011-06-30;DIAMANTINA;,3
2011-07-31;DIAMANTINA;0
2011-08-31;DIAMANTINA;,5
2011-09-30;DIAMANTINA;,1
2011-10-31;DIAMANTINA;178,8
2011-11-30;DIAMANTINA;342,5
2011-12-31;DIAMANTINA;307,5
2012-01-31;DIAMANTINA;346,9
2012-02-29;DIAMANTINA;57,9
2012-03-31;DIAMANTINA;127,9
2012-04-30;DIAMANTINA;41,7
2012-05-31;DIAMANTINA;66,3
2012-06-30;DIAMANTINA;19,8
2012-07-31;DIAMANTINA;2,7
2012-08-31;DIAMANTINA;12,9
2012-09-30;DIAMANTINA;17,4
2012-10-31;DIAMANTINA;53,5
2012-11-30;DIAMANTINA;361,8
2012-12-31;DIAMANTINA;112,1
2007-01-31;SAO JOAO DO PIAUI;13,8
2007-02-28;SAO JOAO DO PIAUI;284,2
2007-03-31;SAO JOAO DO PIAUI;37
2007-04-30;SAO JOAO DO PIAUI;38,9
2007-05-31;SAO JOAO DO PIAUI;,6
2007-06-30;SAO JOAO DO PIAUI;0
2007-07-31;SAO JOAO DO PIAUI;2,1
2007-08-31;SAO JOAO DO PIAUI;0
2007-09-30;SAO JOAO DO PIAUI;0
2007-10-31;SAO JOAO DO PIAUI;0
2007-11-30;SAO JOAO DO PIAUI;10
2007-12-31;SAO JOAO DO PIAUI;20,2
2008-01-31;SAO JOAO DO PIAUI;57,5
2008-02-29;SAO JOAO DO PIAUI;51,2
2008-03-31;SAO JOAO DO PIAUI;292,7
2008-04-30;SAO JOAO DO PIAUI;245,5
2008-05-31;SAO JOAO DO PIAUI;,1
2008-06-30;SAO JOAO DO PIAUI;0
2008-07-31;SAO JOAO DO PIAUI;0
2008-08-31;SAO JOAO DO PIAUI;0
2008-09-30;SAO JOAO DO PIAUI;1,1
2008-10-31;SAO JOAO DO PIAUI;,2
2008-11-30;SAO JOAO DO PIAUI;17,3
2008-12-31;SAO JOAO DO PIAUI;90,6
2009-01-31;SAO JOAO DO PIAUI;117,8
2009-02-28;SAO JOAO DO PIAUI;122,2
2009-03-31;SAO JOAO DO PIAUI;51,1
2009-04-30;SAO JOAO DO PIAUI;96,5
2009-05-31;SAO JOAO DO PIAUI;8,3
2009-06-30;SAO JOAO DO PIAUI;5,3
2009-07-31;SAO JOAO DO PIAUI;0
2009-08-31;SAO JOAO DO PIAUI;,2
2009-09-30;SAO JOAO DO PIAUI;0
2009-10-31;SAO JOAO DO PIAUI;83,4
2009-11-30;SAO JOAO DO PIAUI;18,2
2009-12-31;SAO JOAO DO PIAUI;128,8
2010-01-31;SAO JOAO DO PIAUI;136,9
2010-02-28;SAO JOAO DO PIAUI;35,7
2010-03-31;SAO JOAO DO PIAUI;130,3
2010-04-30;SAO JOAO DO PIAUI;120,9
2010-05-31;SAO JOAO DO PIAUI;1,4
2010-06-30;SAO JOAO DO PIAUI;15
2010-07-31;SAO JOAO DO PIAUI;0
2010-08-31;SAO JOAO DO PIAUI;0
2010-09-30;SAO JOAO DO PIAUI;0
2010-10-31;SAO JOAO DO PIAUI;33,8
2010-11-30;SAO JOAO DO PIAUI;69,2
2010-12-31;SAO JOAO DO PIAUI;82,7
2011-01-31;SAO JOAO DO PIAUI;87,9
2011-02-28;SAO JOAO DO PIAUI;214,1
2011-03-31;SAO JOAO DO PIAUI;263,9
2011-04-30;SAO JOAO DO PIAUI;38,6
2011-05-31;SAO JOAO DO PIAUI;35,7
2011-06-30;SAO JOAO DO PIAUI;0
2011-07-31;SAO JOAO DO PIAUI;0
2011-08-31;SAO JOAO DO PIAUI;,7
2011-09-30;SAO JOAO DO PIAUI;0
2011-10-31;SAO JOAO DO PIAUI;3,4
2011-11-30;SAO JOAO DO PIAUI;83,6
2011-12-31;SAO JOAO DO PIAUI;40,8
2012-01-31;SAO JOAO DO PIAUI;37,5
2012-02-29;SAO JOAO DO PIAUI;168,7
2012-03-31;SAO JOAO DO PIAUI;35,2
2012-04-30;SAO JOAO DO PIAUI;,6
