data;cidade;precipitacao
2011-10-31;JANAUBA;118,3
2011-11-30;JANAUBA;82,4
2011-12-31;JANAUBA;183,9
2012-01-31;JANAUBA;89,7
2012-02-29;JANAUBA;29,4
2012-03-31;JANAUBA;29,1
2012-04-30;JANAUBA;39,7
2012-05-31;JANAUBA;41,1
2012-06-30;JANAUBA;0
2012-07-31;JANAUBA;0
2012-08-31;JANAUBA;0
2012-09-30;JANAUBA;6,7
2012-10-31;JANAUBA;0
2012-11-30;JANAUBA;333,9
2012-12-31;JANAUBA;32,3
2007-01-31;SOROCABA;null
2007-02-28;SOROCABA;null
2007-03-31;SOROCABA;null
2007-04-30;SOROCABA;null
2007-05-31;SOROCABA;null
2007-06-30;SOROCABA;null
2007-07-31;SOROCABA;null
2007-08-31;SOROCABA;null
2007-09-30;SOROCABA;null
2007-10-31;SOROCABA;null
2007-11-30;SOROCABA;null
2007-12-31;SOROCABA;null
2008-01-31;SOROCABA;null
2008-02-29;SOROCABA;null
2008-03-31;SOROCABA;null
2008-04-30;SOROCABA;null
2008-05-31;SOROCABA;null
2008-06-30;SOROCABA;null
2008-07-31;SOROCABA;null
2008-08-31;SOROCABA;null
2008-09-30;SOROCABA;null
2008-10-31;SOROCABA;null
2008-11-30;SOROCABA;null
2008-12-31;SOROCABA;null
2009-01-31;SOROCABA;null
2009-02-28;SOROCABA;null
2009-03-31;SOROCABA;null
2009-04-30;SOROCABA;null
2009-05-31;SOROCABA;null
2009-06-30;SOROCABA;null
2009-07-31;SOROCABA;null
2009-08-31;SOROCABA;null
2009-09-30;SOROCABA;null
2009-10-31;SOROCABA;null
2009-11-30;SOROCABA;null
2009-12-31;SOROCABA;null
2010-01-31;SOROCABA;null
2010-02-28;SOROCABA;null
2010-03-31;SOROCABA;null
2010-04-30;SOROCABA;null
2010-05-31;SOROCABA;null
2010-06-30;SOROCABA;null
2010-07-31;SOROCABA;null
2010-08-31;SOROCABA;null
2010-09-30;SOROCABA;null
2010-10-31;SOROCABA;null
2010-11-30;SOROCABA;null
2010-12-31;SOROCABA;null
2011-01-31;SOROCABA;null
2011-02-28;SOROCABA;null
2011-03-31;SOROCABA;null
2011-04-30;SOROCABA;null
2011-05-31;SOROCABA;null
2011-06-30;SOROCABA;null
2011-07-31;SOROCABA;null
2011-08-31;SOROCABA;null
2011-09-30;SOROCABA;null
2011-10-31;SOROCABA;null
2011-11-30;SOROCABA;null
2011-12-31;SOROCABA;null
2012-01-31;SOROCABA;null
2012-02-29;SOROCABA;null
2012-03-31;SOROCABA;null
2012-04-30;SOROCABA;null
2012-05-31;SOROCABA;null
2012-06-30;SOROCABA;null
2012-07-31;SOROCABA;null
2012-08-31;SOROCABA;null
2012-09-30;SOROCABA;null
2012-10-31;SOROCABA;null
2012-11-30;SOROCABA;null
2012-12-31;SOROCABA;null
2007-01-31;BOA ESPERANCA;137,2
2007-02-28;BOA ESPERANCA;310
2007-03-31;BOA ESPERANCA;41,7
2007-04-30;BOA ESPERANCA;97,9
2007-05-31;BOA ESPERANCA;19,1
2007-06-30;BOA ESPERANCA;2,4
2007-07-31;BOA ESPERANCA;18,2
2007-08-31;BOA ESPERANCA;49
2007-09-30;BOA ESPERANCA;59
2007-10-31;BOA ESPERANCA;13,3
2007-11-30;BOA ESPERANCA;64,6
2007-12-31;BOA ESPERANCA;89,7
2008-01-31;BOA ESPERANCA;80,1
2008-02-29;BOA ESPERANCA;158,5
2008-03-31;BOA ESPERANCA;124,5
2008-04-30;BOA ESPERANCA;83,3
2008-05-31;BOA ESPERANCA;2,5
2008-06-30;BOA ESPERANCA;3,2
2008-07-31;BOA ESPERANCA;41,8
2008-08-31;BOA ESPERANCA;26,1
2008-09-30;BOA ESPERANCA;22,1
2008-10-31;BOA ESPERANCA;18
2008-11-30;BOA ESPERANCA;344,3
2008-12-31;BOA ESPERANCA;81,6
2009-01-31;BOA ESPERANCA;null
2009-02-28;BOA ESPERANCA;12,2
2009-03-31;BOA ESPERANCA;150,6
2009-04-30;BOA ESPERANCA;80
2009-05-31;BOA ESPERANCA;8,3
2009-06-30;BOA ESPERANCA;29,2
2009-07-31;BOA ESPERANCA;22,3
2009-08-31;BOA ESPERANCA;40,3
2009-09-30;BOA ESPERANCA;9,2
2009-10-31;BOA ESPERANCA;218,9
2009-11-30;BOA ESPERANCA;138,3
2009-12-31;BOA ESPERANCA;60,5
2010-01-31;BOA ESPERANCA;18,8
2010-02-28;BOA ESPERANCA;30,7
2010-03-31;BOA ESPERANCA;238,2
2010-04-30;BOA ESPERANCA;173,7
2010-05-31;BOA ESPERANCA;52,5
2010-06-30;BOA ESPERANCA;16,3
2010-07-31;BOA ESPERANCA;76,1
2010-08-31;BOA ESPERANCA;1,6
2010-09-30;BOA ESPERANCA;38,9
2010-10-31;BOA ESPERANCA;50,2
2010-11-30;BOA ESPERANCA;297,6
2010-12-31;BOA ESPERANCA;182,3
2011-01-31;BOA ESPERANCA;101,4
2011-02-28;BOA ESPERANCA;102,7
2011-03-31;BOA ESPERANCA;195,2
2011-04-30;BOA ESPERANCA;253,6
2011-05-31;BOA ESPERANCA;29,9
2011-06-30;BOA ESPERANCA;43,9
2011-07-31;BOA ESPERANCA;85,2
2011-08-31;BOA ESPERANCA;25
2011-09-30;BOA ESPERANCA;22,3
2011-10-31;BOA ESPERANCA;160,1
2011-11-30;BOA ESPERANCA;296,8
2011-12-31;BOA ESPERANCA;155,7
2012-01-31;BOA ESPERANCA;140
2012-02-29;BOA ESPERANCA;62
2012-03-31;BOA ESPERANCA;42,9
2012-04-30;BOA ESPERANCA;41,5
2012-05-31;BOA ESPERANCA;89,9
2012-06-30;BOA ESPERANCA;18,3
2012-07-31;BOA ESPERANCA;64,9
2012-08-31;BOA ESPERANCA;232,6
2012-09-30;BOA ESPERANCA;43,5
2012-10-31;BOA ESPERANCA;40,4
2012-11-30;BOA ESPERANCA;340,5
2012-12-31;BOA ESPERANCA;7,6
2007-01-31;BELA VISTA;null
2007-02-28;BELA VISTA;null
2007-03-31;BELA VISTA;null
2007-04-30;BELA VISTA;null
2007-05-31;BELA VISTA;null
2007-06-30;BELA VISTA;null
2007-07-31;BELA VISTA;null
2007-08-31;BELA VISTA;null
2007-09-30;BELA VISTA;null
2007-10-31;BELA VISTA;null
2007-11-30;BELA VISTA;null
2007-12-31;BELA VISTA;null
2008-01-31;BELA VISTA;null
2008-02-29;BELA VISTA;null
2008-03-31;BELA VISTA;null
2008-04-30;BELA VISTA;null
2008-05-31;BELA VISTA;null
2008-06-30;BELA VISTA;null
2008-07-31;BELA VISTA;null
2008-08-31;BELA VISTA;null
2008-09-30;BELA VISTA;null
2008-10-31;BELA VISTA;null
2008-11-30;BELA VISTA;null
2008-12-31;BELA VISTA;null
2009-01-31;BELA VISTA;null
2009-02-28;BELA VISTA;null
2009-03-31;BELA VISTA;null
2009-04-30;BELA VISTA;null
2009-05-31;BELA VISTA;null
2009-06-30;BELA VISTA;null
2009-07-31;BELA VISTA;null
2009-08-31;BELA VISTA;null
2009-09-30;BELA VISTA;null
2009-10-31;BELA VISTA;null
2009-11-30;BELA VISTA;null
2009-12-31;BELA VISTA;null
2010-01-31;BELA VISTA;null
2010-02-28;BELA VISTA;null
2010-03-31;BELA VISTA;null
2010-04-30;BELA VISTA;null
2010-05-31;BELA VISTA;null
2010-06-30;BELA VISTA;null
2010-07-31;BELA VISTA;null
2010-08-31;BELA VISTA;null
2010-09-30;BELA VISTA;null
2010-10-31;BELA VISTA;null
2010-11-30;BELA VISTA;null
2010-12-31;BELA VISTA;null
2011-01-31;BELA VISTA;null
2011-02-28;BELA VISTA;null
2011-03-31;BELA VISTA;null
2011-04-30;BELA VISTA;null
2011-05-31;BELA VISTA;null
2011-06-30;BELA VISTA;null
2011-07-31;BELA VISTA;null
2011-08-31;BELA VISTA;null
2011-09-30;BELA VISTA;null
2011-10-31;BELA VISTA;null
2011-11-30;BELA VISTA;null
2011-12-31;BELA VISTA;null
2012-01-31;BELA VISTA;null
2012-02-29;BELA VISTA;null
2012-03-31;BELA VISTA;null
2012-04-30;BELA VISTA;null
2012-05-31;BELA VISTA;null
2012-06-30;BELA VISTA;null
2012-07-31;BELA VISTA;null
2012-08-31;BELA VISTA;null
2012-09-30;BELA VISTA;null
2012-10-31;BELA VISTA;null
2012-11-30;BELA VISTA;null
2012-12-31;BELA VISTA;null
2007-01-31;OLINDA;null
2007-02-28;OLINDA;null
2007-03-31;OLINDA;null
2007-04-30;OLINDA;null
2007-05-31;OLINDA;null
2007-06-30;OLINDA;null
2007-07-31;OLINDA;null
2007-08-31;OLINDA;null
2007-09-30;OLINDA;null
2007-10-31;OLINDA;null
2007-11-30;OLINDA;null
2007-12-31;OLINDA;null
2008-01-31;OLINDA;null
2008-02-29;OLINDA;null
2008-03-31;OLINDA;null
2008-04-30;OLINDA;null
2008-05-31;OLINDA;null
2008-06-30;OLINDA;null
2008-07-31;OLINDA;null
2008-08-31;OLINDA;null
2008-09-30;OLINDA;null
2008-10-31;OLINDA;null
2008-11-30;OLINDA;null
2008-12-31;OLINDA;null
2009-01-31;OLINDA;null
2009-02-28;OLINDA;null
2009-03-31;OLINDA;null
2009-04-30;OLINDA;null
2009-05-31;OLINDA;null
2009-06-30;OLINDA;null
2009-07-31;OLINDA;null
2009-08-31;OLINDA;null
2009-09-30;OLINDA;null
2009-10-31;OLINDA;null
2009-11-30;OLINDA;null
2009-12-31;OLINDA;null
2010-01-31;OLINDA;null
2010-02-28;OLINDA;null
2010-03-31;OLINDA;null
2010-04-30;OLINDA;null
2010-05-31;OLINDA;null
2010-06-30;OLINDA;null
2010-07-31;OLINDA;null
2010-08-31;OLINDA;null
2010-09-30;OLINDA;null
2010-10-31;OLINDA;null
2010-11-30;OLINDA;null
2010-12-31;OLINDA;null
2011-01-31;OLINDA;null
2011-02-28;OLINDA;null
2011-03-31;OLINDA;null
2011-04-30;OLINDA;null
2011-05-31;OLINDA;null
2011-06-30;OLINDA;null
2011-07-31;OLINDA;null
2011-08-31;OLINDA;null
2011-09-30;OLINDA;null
2011-10-31;OLINDA;null
2011-11-30;OLINDA;null
2011-12-31;OLINDA;null
2012-01-31;OLINDA;null
2012-02-29;OLINDA;null
2012-03-31;OLINDA;null
2012-04-30;OLINDA;null
2012-05-31;OLINDA;null
2012-06-30;OLINDA;null
2012-07-31;OLINDA;null
2012-08-31;OLINDA;null
2012-09-30;OLINDA;null
2012-10-31;OLINDA;null
2012-11-30;OLINDA;null
2012-12-31;OLINDA;null
2007-01-31;MORRO DO CHAPEU;32,6
2007-02-28;MORRO DO CHAPEU;444,3
2007-03-31;MORRO DO CHAPEU;48,9
2007-04-30;MORRO DO CHAPEU;18
2007-05-31;MORRO DO CHAPEU;8,3
2007-06-30;MORRO DO CHAPEU;30,2
2007-07-31;MORRO DO CHAPEU;13,2
2007-08-31;MORRO DO CHAPEU;34,5
2007-09-30;MORRO DO CHAPEU;22
2007-10-31;MORRO DO CHAPEU;8,4
2007-11-30;MORRO DO CHAPEU;62,6
2007-12-31;MORRO DO CHAPEU;37
2008-01-31;MORRO DO CHAPEU;5,2
2008-02-29;MORRO DO CHAPEU;95,7
2008-03-31;MORRO DO CHAPEU;66,2
2008-04-30;MORRO DO CHAPEU;46,5
2008-05-31;MORRO DO CHAPEU;21,6
2008-06-30;MORRO DO CHAPEU;36,8
2008-07-31;MORRO DO CHAPEU;22
2008-08-31;MORRO DO CHAPEU;16,5
2008-09-30;MORRO DO CHAPEU;11,4
2008-10-31;MORRO DO CHAPEU;12,8
2008-11-30;MORRO DO CHAPEU;2,6
2008-12-31;MORRO DO CHAPEU;129,4
2009-01-31;MORRO DO CHAPEU;112
2009-02-28;MORRO DO CHAPEU;29,3
2009-03-31;MORRO DO CHAPEU;13,8
2009-04-30;MORRO DO CHAPEU;160,1
2009-05-31;MORRO DO CHAPEU;26,6
2009-06-30;MORRO DO CHAPEU;23,5
2009-07-31;MORRO DO CHAPEU;22,8
2009-08-31;MORRO DO CHAPEU;25,2
2009-09-30;MORRO DO CHAPEU;8,9
2009-10-31;MORRO DO CHAPEU;208,8
2009-11-30;MORRO DO CHAPEU;8,7
2009-12-31;MORRO DO CHAPEU;66,8
2010-01-31;MORRO DO CHAPEU;45,9
2010-02-28;MORRO DO CHAPEU;29,4
2010-03-31;MORRO DO CHAPEU;235,6
2010-04-30;MORRO DO CHAPEU;137,4
2010-05-31;MORRO DO CHAPEU;14,3
2010-06-30;MORRO DO CHAPEU;17,3
2010-07-31;MORRO DO CHAPEU;58
2010-08-31;MORRO DO CHAPEU;10,1
2010-09-30;MORRO DO CHAPEU;22
2010-10-31;MORRO DO CHAPEU;66,3
2010-11-30;MORRO DO CHAPEU;11,3
2010-12-31;MORRO DO CHAPEU;179,9
2011-01-31;MORRO DO CHAPEU;16,7
2011-02-28;MORRO DO CHAPEU;50,2
2011-03-31;MORRO DO CHAPEU;105,9
2011-04-30;MORRO DO CHAPEU;21,6
2011-05-31;MORRO DO CHAPEU;25,9
2011-06-30;MORRO DO CHAPEU;13
2011-07-31;MORRO DO CHAPEU;20,3
2011-08-31;MORRO DO CHAPEU;16
2011-09-30;MORRO DO CHAPEU;5,8
2011-10-31;MORRO DO CHAPEU;56,5
2011-11-30;MORRO DO CHAPEU;21,8
2011-12-31;MORRO DO CHAPEU;84,8
2012-01-31;MORRO DO CHAPEU;36
2012-02-29;MORRO DO CHAPEU;57,9
2012-03-31;MORRO DO CHAPEU;12,5
2012-04-30;MORRO DO CHAPEU;,1
2012-05-31;MORRO DO CHAPEU;25
2012-06-30;MORRO DO CHAPEU;19
2012-07-31;MORRO DO CHAPEU;20,6
2012-08-31;MORRO DO CHAPEU;30,1
2012-09-30;MORRO DO CHAPEU;,6
2012-10-31;MORRO DO CHAPEU;1,9
2012-11-30;MORRO DO CHAPEU;145
2012-12-31;MORRO DO CHAPEU;24,2
2007-01-31;CAMPOS;412,3
2007-02-28;CAMPOS;67
2007-03-31;CAMPOS;70,9
2007-04-30;CAMPOS;70,8
2007-05-31;CAMPOS;134,7
2007-06-30;CAMPOS;7,6
2007-07-31;CAMPOS;19,8
2007-08-31;CAMPOS;3,7
2007-09-30;CAMPOS;28,6
2007-10-31;CAMPOS;120,2
2007-11-30;CAMPOS;116,5
2007-12-31;CAMPOS;139,5
2008-01-31;CAMPOS;224,5
2008-02-29;CAMPOS;130,9
2008-03-31;CAMPOS;119,1
2008-04-30;CAMPOS;50
2008-05-31;CAMPOS;22,2
2008-06-30;CAMPOS;43,1
2008-07-31;CAMPOS;8,2
2008-08-31;CAMPOS;3,5
2008-09-30;CAMPOS;63,8
2008-10-31;CAMPOS;60,7
2008-11-30;CAMPOS;526,2
2008-12-31;CAMPOS;370,9
2009-01-31;CAMPOS;136,8
2009-02-28;CAMPOS;51,6
2009-03-31;CAMPOS;114,7
2009-04-30;CAMPOS;120
2009-05-31;CAMPOS;28,8
2009-06-30;CAMPOS;36,4
2009-07-31;CAMPOS;26,5
2009-08-31;CAMPOS;13,7
2009-09-30;CAMPOS;33,9
2009-10-31;CAMPOS;221,1
2009-11-30;CAMPOS;73,3
2009-12-31;CAMPOS;151,4
2010-01-31;CAMPOS;18,8
2010-02-28;CAMPOS;54,8
2010-03-31;CAMPOS;115,3
2010-04-30;CAMPOS;41,6
2010-05-31;CAMPOS;31,2
2010-06-30;CAMPOS;26,5
2010-07-31;CAMPOS;53,8
2010-08-31;CAMPOS;7,2
2010-09-30;CAMPOS;8,8
2010-10-31;CAMPOS;99,8
2010-11-30;CAMPOS;127,4
2010-12-31;CAMPOS;85,3
2011-01-31;CAMPOS;120,2
2011-02-28;CAMPOS;5,3
2011-03-31;CAMPOS;192,3
2011-04-30;CAMPOS;28,4
2011-05-31;CAMPOS;42,1
2011-06-30;CAMPOS;9
2011-07-31;CAMPOS;3,1
2011-08-31;CAMPOS;20,2
2011-09-30;CAMPOS;12,1
2011-10-31;CAMPOS;102,5
2011-11-30;CAMPOS;96,4
2011-12-31;CAMPOS;109,9
2012-01-31;CAMPOS;203,3
2012-02-29;CAMPOS;17,9
2012-03-31;CAMPOS;90,2
2012-04-30;CAMPOS;11,6
2012-05-31;CAMPOS;176,1
2012-06-30;CAMPOS;95,2
2012-07-31;CAMPOS;6,9
2012-08-31;CAMPOS;59,6
2012-09-30;CAMPOS;21,7
2012-10-31;CAMPOS;6,1
2012-11-30;CAMPOS;159
2012-12-31;CAMPOS;14
2007-01-31;AVELAR (P.DO ALFERES);439,5
2007-02-28;AVELAR (P.DO ALFERES);83
2007-03-31;AVELAR (P.DO ALFERES);64,3
2007-04-30;AVELAR (P.DO ALFERES);34,9
2007-05-31;AVELAR (P.DO ALFERES);16,4
2007-06-30;AVELAR (P.DO ALFERES);3,9
2007-07-31;AVELAR (P.DO ALFERES);14
2007-08-31;AVELAR (P.DO ALFERES);0
2007-09-30;AVELAR (P.DO ALFERES);8,8
2007-10-31;AVELAR (P.DO ALFERES);42,2
2007-11-30;AVELAR (P.DO ALFERES);181,9
2007-12-31;AVELAR (P.DO ALFERES);118,5
2008-01-31;AVELAR (P.DO ALFERES);238,9
2008-02-29;AVELAR (P.DO ALFERES);187,5
2008-03-31;AVELAR (P.DO ALFERES);75,1
2008-04-30;AVELAR (P.DO ALFERES);149,8
2008-05-31;AVELAR (P.DO ALFERES);9
2008-06-30;AVELAR (P.DO ALFERES);7
2008-07-31;AVELAR (P.DO ALFERES);1,3
2008-08-31;AVELAR (P.DO ALFERES);29,3
2008-09-30;AVELAR (P.DO ALFERES);28,8
2008-10-31;AVELAR (P.DO ALFERES);132,1
2008-11-30;AVELAR (P.DO ALFERES);307,9
2008-12-31;AVELAR (P.DO ALFERES);208
2009-01-31;AVELAR (P.DO ALFERES);286,3
2009-02-28;AVELAR (P.DO ALFERES);181,6
2009-03-31;AVELAR (P.DO ALFERES);98,2
2009-04-30;AVELAR (P.DO ALFERES);33,8
2009-05-31;AVELAR (P.DO ALFERES);15,7
2009-06-30;AVELAR (P.DO ALFERES);29,9
2009-07-31;AVELAR (P.DO ALFERES);34
2009-08-31;AVELAR (P.DO ALFERES);6,3
2009-09-30;AVELAR (P.DO ALFERES);65,9
2009-10-31;AVELAR (P.DO ALFERES);196,2
2009-11-30;AVELAR (P.DO ALFERES);365,4
2009-12-31;AVELAR (P.DO ALFERES);330,4
2010-01-31;AVELAR (P.DO ALFERES);208,6
2010-02-28;AVELAR (P.DO ALFERES);88,5
2010-03-31;AVELAR (P.DO ALFERES);223
2010-04-30;AVELAR (P.DO ALFERES);74,6
2010-05-31;AVELAR (P.DO ALFERES);11,6
2010-06-30;AVELAR (P.DO ALFERES);1,9
2010-07-31;AVELAR (P.DO ALFERES);47,7
2010-08-31;AVELAR (P.DO ALFERES);0
2010-09-30;AVELAR (P.DO ALFERES);29,1
2010-10-31;AVELAR (P.DO ALFERES);92,4
2010-11-30;AVELAR (P.DO ALFERES);280,2
2010-12-31;AVELAR (P.DO ALFERES);333,1
2011-01-31;AVELAR (P.DO ALFERES);136,6
2011-02-28;AVELAR (P.DO ALFERES);72,4
2011-03-31;AVELAR (P.DO ALFERES);136,3
2011-04-30;AVELAR (P.DO ALFERES);44,4
2011-05-31;AVELAR (P.DO ALFERES);24,2
2011-06-30;AVELAR (P.DO ALFERES);11,6
2011-07-31;AVELAR (P.DO ALFERES);0
2011-08-31;AVELAR (P.DO ALFERES);1,6
2011-09-30;AVELAR (P.DO ALFERES);2,8
2011-10-31;AVELAR (P.DO ALFERES);146,3
2011-11-30;AVELAR (P.DO ALFERES);183
2011-12-31;AVELAR (P.DO ALFERES);349,7
2012-01-31;AVELAR (P.DO ALFERES);257,7
2012-02-29;AVELAR (P.DO ALFERES);139,5
2012-03-31;AVELAR (P.DO ALFERES);113,9
2012-04-30;AVELAR (P.DO ALFERES);82,2
2012-05-31;AVELAR (P.DO ALFERES);67,5
2012-06-30;AVELAR (P.DO ALFERES);77,1
2012-07-31;AVELAR (P.DO ALFERES);19,5
2012-08-31;AVELAR (P.DO ALFERES);12,9
2012-09-30;AVELAR (P.DO ALFERES);56,8
2012-10-31;AVELAR (P.DO ALFERES);43,9
2012-11-30;AVELAR (P.DO ALFERES);121,3
2012-12-31;AVELAR (P.DO ALFERES);176,3
2007-01-31;BARREIRAS;67,9
2007-02-28;BARREIRAS;310,7
2007-03-31;BARREIRAS;40,9
2007-04-30;BARREIRAS;17,4
2007-05-31;BARREIRAS;12,7
2007-06-30;BARREIRAS;0
2007-07-31;BARREIRAS;0
2007-08-31;BARREIRAS;0
2007-09-30;BARREIRAS;0
2007-10-31;BARREIRAS;21,5
2007-11-30;BARREIRAS;98,1
2007-12-31;BARREIRAS;123,2
2008-01-31;BARREIRAS;215,9
2008-02-29;BARREIRAS;152,2
2008-03-31;BARREIRAS;299,3
2008-04-30;BARREIRAS;141,3
2008-05-31;BARREIRAS;7,4
2008-06-30;BARREIRAS;0
2008-07-31;BARREIRAS;0
2008-08-31;BARREIRAS;0
2008-09-30;BARREIRAS;9,6
2008-10-31;BARREIRAS;2,3
2008-11-30;BARREIRAS;121,6
2008-12-31;BARREIRAS;202,4
2009-01-31;BARREIRAS;138,3
2009-02-28;BARREIRAS;72,3
2009-03-31;BARREIRAS;127
2009-04-30;BARREIRAS;218,8
2009-05-31;BARREIRAS;56,8
2009-06-30;BARREIRAS;59
2009-07-31;BARREIRAS;0
2009-08-31;BARREIRAS;0
2009-09-30;BARREIRAS;5,7
2009-10-31;BARREIRAS;null
2009-11-30;BARREIRAS;null
2009-12-31;BARREIRAS;null
2010-01-31;BARREIRAS;null
2010-02-28;BARREIRAS;null
2010-03-31;BARREIRAS;null
2010-04-30;BARREIRAS;null
2010-05-31;BARREIRAS;null
2010-06-30;BARREIRAS;null
2010-07-31;BARREIRAS;,2
2010-08-31;BARREIRAS;0
2010-09-30;BARREIRAS;0
2010-10-31;BARREIRAS;105,4
2010-11-30;BARREIRAS;145,1
2010-12-31;BARREIRAS;233,1
2011-01-31;BARREIRAS;193
2011-02-28;BARREIRAS;138,1
2011-03-31;BARREIRAS;191,4
2011-04-30;BARREIRAS;26,5
2011-05-31;BARREIRAS;1,7
2011-06-30;BARREIRAS;0
2011-07-31;BARREIRAS;0
2011-08-31;BARREIRAS;0
2011-09-30;BARREIRAS;0
2011-10-31;BARREIRAS;181
2011-11-30;BARREIRAS;206,5
2011-12-31;BARREIRAS;226,1
2012-01-31;BARREIRAS;110,6
2012-02-29;BARREIRAS;64,9
2012-03-31;BARREIRAS;46,7
2012-04-30;BARREIRAS;3,8
2012-05-31;BARREIRAS;5,8
2012-06-30;BARREIRAS;1,1
2012-07-31;BARREIRAS;0
2012-08-31;BARREIRAS;0
2012-09-30;BARREIRAS;,2
2012-10-31;BARREIRAS;15,3
2012-11-30;BARREIRAS;298,9
2012-12-31;BARREIRAS;35,2
2007-01-31;VICOSA;460,7
2007-02-28;VICOSA;90,5
2007-03-31;VICOSA;45,5
2007-04-30;VICOSA;38,3
2007-05-31;VICOSA;14,7
2007-06-30;VICOSA;2,2
2007-07-31;VICOSA;6,1
2007-08-31;VICOSA;0
2007-09-30;VICOSA;29,7
2007-10-31;VICOSA;55,5
2007-11-30;VICOSA;62,2
2007-12-31;VICOSA;204,1
2008-01-31;VICOSA;220,1
2008-02-29;VICOSA;112,7
2008-03-31;VICOSA;239,2
2008-04-30;VICOSA;62,8
2008-05-31;VICOSA;7,2
2008-06-30;VICOSA;12,7
2008-07-31;VICOSA;,2
2008-08-31;VICOSA;15,4
2008-09-30;VICOSA;147,4
2008-10-31;VICOSA;41,4
2008-11-30;VICOSA;224,8
2008-12-31;VICOSA;605,7
2009-01-31;VICOSA;253,1
2009-02-28;VICOSA;224,1
2009-03-31;VICOSA;243,1
2009-04-30;VICOSA;90,9
2009-05-31;VICOSA;9,6
2009-06-30;VICOSA;53,6
2009-07-31;VICOSA;14,6
2009-08-31;VICOSA;13,7
2009-09-30;VICOSA;72,2
2009-10-31;VICOSA;127,9
2009-11-30;VICOSA;131,5
2009-12-31;VICOSA;333,1
2010-01-31;VICOSA;117,7
2010-02-28;VICOSA;37,8
2010-03-31;VICOSA;192,5
2010-04-30;VICOSA;18,3
2010-05-31;VICOSA;45,8
2010-06-30;VICOSA;,9
2010-07-31;VICOSA;0
2010-08-31;VICOSA;,2
2010-09-30;VICOSA;22,8
2010-10-31;VICOSA;158,8
2010-11-30;VICOSA;402,7
2010-12-31;VICOSA;354,1
2011-01-31;VICOSA;184,1
2011-02-28;VICOSA;84,8
2011-03-31;VICOSA;284,4
2011-04-30;VICOSA;56,9
2011-05-31;VICOSA;2,6
2011-06-30;VICOSA;23
2011-07-31;VICOSA;0
2011-08-31;VICOSA;,2
2011-09-30;VICOSA;4,8
2011-10-31;VICOSA;152,9
2011-11-30;VICOSA;310
2011-12-31;VICOSA;330,1
2012-01-31;VICOSA;403,4
2012-02-29;VICOSA;38,1
2012-03-31;VICOSA;106,7
2012-04-30;VICOSA;46,7
2012-05-31;VICOSA;110,2
2012-06-30;VICOSA;8,4
2012-07-31;VICOSA;,4
2012-08-31;VICOSA;5,5
2012-09-30;VICOSA;46,9
2012-10-31;VICOSA;88,9
2012-11-30;VICOSA;235,4
2012-12-31;VICOSA;199,3
2007-01-31;JANUARIA;105,8
2007-02-28;JANUARIA;527,5
2007-03-31;JANUARIA;8,4
2007-04-30;JANUARIA;4,1
2007-05-31;JANUARIA;0
2007-06-30;JANUARIA;0
2007-07-31;JANUARIA;0
2007-08-31;JANUARIA;0
2007-09-30;JANUARIA;0
2007-10-31;JANUARIA;9,2
2007-11-30;JANUARIA;108,6
2007-12-31;JANUARIA;124
2008-01-31;JANUARIA;83,6
2008-02-29;JANUARIA;53,9
2008-03-31;JANUARIA;74,2
2008-04-30;JANUARIA;105,3
2008-05-31;JANUARIA;,3
2008-06-30;JANUARIA;0
2008-07-31;JANUARIA;0
2008-08-31;JANUARIA;0
2008-09-30;JANUARIA;12,6
2008-10-31;JANUARIA;,7
2008-11-30;JANUARIA;177,9
2008-12-31;JANUARIA;278,9
2009-01-31;JANUARIA;215,2
2009-02-28;JANUARIA;83,1
2009-03-31;JANUARIA;100,1
2009-04-30;JANUARIA;104,4
2009-05-31;JANUARIA;15,7
2009-06-30;JANUARIA;12
2009-07-31;JANUARIA;0
2009-08-31;JANUARIA;6,6
2009-09-30;JANUARIA;13,9
2009-10-31;JANUARIA;247,6
2009-11-30;JANUARIA;55,6
2009-12-31;JANUARIA;302,5
2010-01-31;JANUARIA;26,9
2010-02-28;JANUARIA;60,6
2010-03-31;JANUARIA;184,7
2010-04-30;JANUARIA;85,2
2010-05-31;JANUARIA;19,6
2010-06-30;JANUARIA;,1
2010-07-31;JANUARIA;,1
2010-08-31;JANUARIA;0
2010-09-30;JANUARIA;12,2
2010-10-31;JANUARIA;29,3
2010-11-30;JANUARIA;365,3
2010-12-31;JANUARIA;216,1
2011-01-31;JANUARIA;194,4
2011-02-28;JANUARIA;119,2
2011-03-31;JANUARIA;386,6
2011-04-30;JANUARIA;49,8
2011-05-31;JANUARIA;13,2
2011-06-30;JANUARIA;0
2011-07-31;JANUARIA;0
2011-08-31;JANUARIA;0
2011-09-30;JANUARIA;0
2011-10-31;JANUARIA;55
2011-11-30;JANUARIA;195,8
2011-12-31;JANUARIA;282
2012-01-31;JANUARIA;128,3
2012-02-29;JANUARIA;21,5
2012-03-31;JANUARIA;54,7
2012-04-30;JANUARIA;,2
2012-05-31;JANUARIA;24,6
2012-06-30;JANUARIA;0
2012-07-31;JANUARIA;0
2012-08-31;JANUARIA;0
2012-09-30;JANUARIA;0
2012-10-31;JANUARIA;1,1
2012-11-30;JANUARIA;468
2012-12-31;JANUARIA;23,9
2007-01-31;CAMETA;82,6
2007-02-28;CAMETA;651,7
